"playerid","age_first_game","age_last_game","career_length"
"maloypa01","21 years 1 mon 7 days","21 years 1 mon 18 days","11 days"
"mandaca01","27 years 9 mons 25 days","27 years 10 mons 6 days","11 days"
"mapelro01","29 years 5 mons 22 days","29 years 6 mons 2 days","11 days"
"maynach01","25 years 7 mons 25 days","25 years 8 mons 6 days","11 days"
"mccreed01","24 years 7 mons 23 days","24 years 8 mons 3 days","11 days"
"mcgeefr01","26 years 4 mons 20 days","26 years 5 mons 1 day","11 days"
"mcgilbi01","27 years 2 mons 17 days","27 years 2 mons 28 days","11 days"
"mcmanji01","25 years 2 mons 1 day","25 years 2 mons 13 days","11 days"
"mcmilge01","26 years 11 mons 10 days","26 years 11 mons 21 days","11 days"
"mellobi01","28 years 1 mon 22 days","28 years 2 mons 2 days","11 days"
"mickegl01","22 years 11 mons 24 days","23 years 4 days","11 days"
"milesdo01","22 years 5 mons 27 days","22 years 6 mons 7 days","11 days"
"millele01","23 years 11 mons 20 days","24 years","11 days"
"mortosp01","25 years 11 mons 8 days","25 years 11 mons 19 days","11 days"
"mundige01","29 years 5 mons 19 days","29 years 6 mons","11 days"
"myersri01","26 years 14 days","26 years 25 days","11 days"
"nelsoan01","23 years 5 mons 26 days","23 years 6 mons 6 days","11 days"
"olmstha01","26 years 6 mons 3 days","26 years 6 mons 14 days","11 days"
"ortegan01","23 years 8 mons 1 day","23 years 8 mons 13 days","11 days"
"perrycl01","26 years 8 mons 15 days","26 years 8 mons 26 days","11 days"
"poulske01","19 years 10 mons 30 days","19 years 11 mons 10 days","11 days"
"proctfo01","25 years 9 mons 20 days","25 years 10 mons 1 day","11 days"
"reilljo02","25 years 1 mon 3 days","25 years 1 mon 14 days","11 days"
"rileyle01","37 years 7 mons 30 days","37 years 8 mons 10 days","11 days"
"russell01","25 years 16 days","25 years 27 days","11 days"
"sanchri01","23 years 4 mons 6 days","23 years 4 mons 17 days","11 days"
"shearra01","27 years 11 mons 29 days","28 years 10 days","11 days"
"sherlvi01","25 years 5 mons 22 days","25 years 6 mons 2 days","11 days"
"sinkbbr01","25 years 8 mons 20 days","25 years 9 mons","11 days"
"sittibr01","27 years 3 mons 2 days","27 years 3 mons 13 days","11 days"
"smithar01","25 years 11 mons 18 days","25 years 11 mons 29 days","11 days"
"smithbl01","28 years 9 mons 1 day","28 years 9 mons 12 days","11 days"
"smykafr01","26 years 10 mons 17 days","26 years 10 mons 28 days","11 days"
"spencbe01","23 years 3 mons 24 days","23 years 4 mons 4 days","11 days"
"stanfke01","23 years 8 mons 26 days","23 years 9 mons 6 days","11 days"
"stidhph01","25 years 6 mons 16 days","25 years 6 mons 27 days","11 days"
"stutzge01","37 years 6 mons 4 days","37 years 6 mons 15 days","11 days"
"thobejj01","24 years 9 mons 29 days","24 years 10 mons 10 days","11 days"
"torreei01","25 years 3 mons 10 days","25 years 3 mons 22 days","11 days"
"vadebge01","24 years 10 mons 6 days","24 years 10 mons 17 days","11 days"
"whiteba01","21 years 11 mons 10 days","21 years 11 mons 21 days","11 days"
"wilheha01","25 years 4 mons 5 days","25 years 4 mons 16 days","11 days"
"zeihehe01","23 years 10 mons 13 days","23 years 10 mons 25 days","11 days"
"aguilry01","27 years 11 mons 15 days","27 years 11 mons 24 days","10 days"
"allenro01","28 years 7 mons 19 days","28 years 7 mons 29 days","10 days"
"andermi02","27 years 1 mon 8 days","27 years 1 mon 18 days","10 days"
"applefr01","25 years 4 mons 21 days","25 years 5 mons 1 day","10 days"
"baileji01","24 years 8 mons 25 days","24 years 9 mons 4 days","10 days"
"barkeri01","26 years 5 mons 27 days","26 years 6 mons 7 days","10 days"
"barriyh01","23 years 9 mons 23 days","23 years 10 mons 3 days","10 days"
"batesch01","20 years 5 days","20 years 15 days","10 days"
"beelejo01","23 years 9 mons 25 days","23 years 10 mons 5 days","10 days"
"blaemra01","30 years 7 mons 5 days","30 years 7 mons 15 days","10 days"
"boldebi01","26 years 1 mon 18 days","26 years 1 mon 29 days","10 days"
"bonege01","27 years 21 days","27 years 1 mon","10 days"
"bowcobe01","23 years 10 mons 21 days","23 years 11 mons","10 days"
"bowdeti01","23 years 1 mon 2 days","23 years 1 mon 12 days","10 days"
"brownch01","25 years 11 mons 18 days","25 years 11 mons 28 days","10 days"
"buckljo01","20 years 3 mons 26 days","20 years 4 mons 5 days","10 days"
"campaal01","26 years 10 mons 21 days","26 years 11 mons 1 day","10 days"
"carrice01","25 years 3 mons 14 days","25 years 3 mons 24 days","10 days"
"caseybo01","23 years 5 mons 22 days","23 years 6 mons 1 day","10 days"
"chambjo02","25 years 7 mons 24 days","25 years 8 mons 4 days","10 days"
"coxle01","22 years 28 days","22 years 1 mon 7 days","10 days"
"curledo01","25 years 6 mons","25 years 6 mons 10 days","10 days"
"dowdjo01","21 years 6 mons","21 years 6 mons 10 days","10 days"
"edenca01","25 years 5 mons 21 days","25 years 6 mons 1 day","10 days"
"esposmi01","23 years 11 mons 24 days","24 years 4 days","10 days"
"ewoldar01","25 years 8 mons 9 days","25 years 8 mons 19 days","10 days"
"falchan01","23 years 9 mons 26 days","23 years 10 mons 6 days","10 days"
"garneco01","26 years 6 mons 20 days","26 years 6 mons 30 days","10 days"
"greasjo01","22 years 29 days","22 years 1 mon 8 days","10 days"
"guisele01","31 years 11 mons 15 days","31 years 11 mons 25 days","10 days"
"hanlobi01","26 years 9 mons 22 days","26 years 10 mons 2 days","10 days"
"hardyja02","29 years 7 mons 15 days","29 years 7 mons 25 days","10 days"
"harpebi01","21 years 11 mons 26 days","22 years 6 days","10 days"
"harrito01","20 years 3 mons 20 days","20 years 3 mons 30 days","10 days"
"hartmi01","28 years 5 mons 23 days","28 years 6 mons 2 days","10 days"
"haydele01","23 years 2 mons 12 days","23 years 2 mons 22 days","10 days"
"hewitja01","25 years 2 mons","25 years 2 mons 10 days","10 days"
"humphbi01","26 years 10 mons 7 days","26 years 10 mons 17 days","10 days"
"hurstbi01","26 years 4 mons 20 days","26 years 5 mons","10 days"
"joneste01","25 years 8 mons 9 days","25 years 8 mons 19 days","10 days"
"jordach01","24 years 9 mons 27 days","24 years 10 mons 6 days","10 days"
"kaneto01","31 years 7 mons 19 days","31 years 7 mons 29 days","10 days"
"kavanle01","19 years 8 mons 13 days","19 years 8 mons 24 days","10 days"
"keenejo01","23 years 4 mons 27 days","23 years 5 mons 7 days","10 days"
"knottjo01","23 years 6 mons 15 days","23 years 6 mons 25 days","10 days"
"langma01","24 years 9 mons 7 days","24 years 9 mons 17 days","10 days"
"lindssh01","26 years 7 mons 8 days","26 years 7 mons 18 days","10 days"
"littlsc01","26 years 6 mons 8 days","26 years 6 mons 18 days","10 days"
"loundo01","23 years 10 mons 14 days","23 years 10 mons 24 days","10 days"
"lyonscu01","21 years 11 mons 2 days","21 years 11 mons 12 days","10 days"
"mangima01","24 years 9 mons 2 days","24 years 9 mons 13 days","10 days"
"mcfarch01","22 years 8 mons 2 days","22 years 8 mons 12 days","10 days"
"mcgilbi02","24 years 11 mons 18 days","24 years 11 mons 28 days","10 days"
"mcguich01","25 years 1 mon 26 days","25 years 2 mons 6 days","10 days"
"mckinbo01","25 years 9 mons 19 days","25 years 9 mons 29 days","10 days"
"mcveyge01","20 years 3 days","20 years 13 days","10 days"
"mellajo01","22 years 6 mons 10 days","22 years 6 mons 21 days","10 days"
"neweljo01","23 years 6 mons 8 days","23 years 6 mons 18 days","10 days"
"nippeme01","24 years 11 days","24 years 21 days","10 days"
"palmmi01","23 years 4 mons 26 days","23 years 5 mons 8 days","10 days"
"peterch02","28 years 6 mons 19 days","28 years 6 mons 28 days","10 days"
"portoal01","21 years 9 mons 25 days","21 years 10 mons 5 days","10 days"
"ramosma01","25 years 8 mons","25 years 8 mons 10 days","10 days"
"rinkebo01","29 years 4 mons 15 days","29 years 4 mons 25 days","10 days"
"saloman01","22 years 2 mons 25 days","22 years 3 mons 5 days","10 days"
"salvegu01","22 years 8 mons 6 days","22 years 8 mons 16 days","10 days"
"scottdi03","26 years 10 mons","26 years 10 mons 10 days","10 days"
"shofnst01","27 years 8 mons 27 days","27 years 9 mons 6 days","10 days"
"smithna01","27 years 4 mons 23 days","27 years 5 mons 3 days","10 days"
"soderst01","24 years 5 mons 14 days","24 years 5 mons 24 days","10 days"
"tatest01","27 years 3 mons 3 days","27 years 3 mons 13 days","10 days"
"taylogr01","24 years 11 mons 1 day","24 years 11 mons 12 days","10 days"
"taylosc02","28 years 9 mons 25 days","28 years 10 mons 4 days","10 days"
"toeneha01","29 years 11 mons 9 days","29 years 11 mons 19 days","10 days"
"troupqu01","39 years 4 mons 5 days","39 years 4 mons 16 days","10 days"
"vannoja01","22 years 7 mons 14 days","22 years 7 mons 24 days","10 days"
"vasbica01","21 years 9 mons 8 days","21 years 9 mons 19 days","10 days"
"vitkojo01","22 years 7 mons 17 days","22 years 7 mons 27 days","10 days"
"walshji03","27 years 1 mon 15 days","27 years 1 mon 25 days","10 days"
"woodege01","26 years 4 mons 13 days","26 years 4 mons 24 days","10 days"
"wrighal01","20 years 5 mons 14 days","20 years 5 mons 24 days","10 days"
"andrast01","28 years 2 mons 23 days","28 years 3 mons 4 days","9 days"
"asmusto01","28 years 10 mons 14 days","28 years 10 mons 23 days","9 days"
"bakeral01","32 years 5 mons 20 days","32 years 6 mons 1 day","9 days"
"barkese01","27 years 11 days","27 years 20 days","9 days"
"barneju01","22 years 9 mons 11 days","22 years 9 mons 20 days","9 days"
"bevilbe01","23 years 8 mons 27 days","23 years 9 mons 5 days","9 days"
"bishobi02","20 years 10 mons 24 days","20 years 11 mons 2 days","9 days"
"bisholl01","24 years 4 mons 10 days","24 years 4 mons 19 days","9 days"
"boltoce01","24 years 7 mons 8 days","24 years 7 mons 17 days","9 days"
"bradedo01","29 years 11 mons 21 days","30 years","9 days"
"brunsar01","26 years 1 mon 8 days","26 years 1 mon 18 days","9 days"
"buskejo01","23 years 4 mons 1 day","23 years 4 mons 10 days","9 days"
"caldwch01","23 years 11 mons 5 days","23 years 11 mons 14 days","9 days"
"calzana01","28 years 3 mons 20 days","28 years 3 mons 26 days","9 days"
"carnebi01","30 years 4 mons 28 days","30 years 5 mons 6 days","9 days"
"castito01","21 years 3 mons 8 days","21 years 3 mons 17 days","9 days"
"cheadda01","21 years 6 mons 26 days","21 years 7 mons 6 days","9 days"
"cockmji01","32 years 5 mons 2 days","32 years 5 mons 11 days","9 days"
"colesch01","27 years 2 mons 22 days","27 years 3 mons 1 day","9 days"
"cyrer01","23 years 4 mons 12 days","23 years 4 mons 19 days","9 days"
"danniik01","23 years 8 mons 1 day","23 years 8 mons 10 days","9 days"
"dicksla01","20 years 9 mons 21 days","20 years 9 mons 30 days","9 days"
"dimicfr01","23 years 1 mon 20 days","23 years 2 mons 1 day","9 days"
"erickma01","28 years 11 mons 10 days","28 years 11 mons 19 days","9 days"
"escoban01","23 years 5 days","23 years 14 days","9 days"
"faircra01","26 years 8 mons 18 days","26 years 8 mons 27 days","9 days"
"flynned01","22 years 10 mons 10 days","22 years 10 mons 19 days","9 days"
"freibve01","17 years 8 mons 18 days","17 years 8 mons 27 days","9 days"
"fulghdo01","21 years 2 mons 11 days","21 years 2 mons 20 days","9 days"
"georgal01","16 years 11 mons 19 days","16 years 11 mons 28 days","9 days"
"grantji01","28 years 8 mons 17 days","28 years 8 mons 26 days","9 days"
"haffole01","22 years 6 mons 28 days","22 years 7 mons 7 days","9 days"
"harpeja02","21 years 8 mons 12 days","21 years 8 mons 21 days","9 days"
"hazledo01","25 years 7 mons 20 days","25 years 7 mons 29 days","9 days"
"heisero01","19 years 2 mons 10 days","19 years 2 mons 19 days","9 days"
"hoffmte01","21 years 7 mons 11 days","21 years 7 mons 20 days","9 days"
"hollabi02","24 years 3 mons 13 days","24 years 3 mons 22 days","9 days"
"hollije01","22 years 7 mons 23 days","22 years 8 mons 1 day","9 days"
"hustaca01","23 years 5 mons 16 days","23 years 5 mons 25 days","9 days"
"ignasga01","24 years 19 days","24 years 28 days","9 days"
"jonesbr01","24 years 7 mons 19 days","24 years 7 mons 28 days","9 days"
"kellona01","26 years 10 mons 29 days","26 years 11 mons 7 days","9 days"
"kohlwta01","28 years 11 mons 30 days","29 years 8 days","9 days"
"kozlobe01","22 years 1 mon 3 days","22 years 1 mon 12 days","9 days"
"lindbem01","25 years 7 mons 26 days","25 years 8 mons 5 days","9 days"
"lizotab01","26 years 5 mons 4 days","26 years 5 mons 13 days","9 days"
"lynchwa01","25 years 2 mons 23 days","25 years 3 mons 2 days","9 days"
"maclebi01","20 years 4 mons","20 years 4 mons 9 days","9 days"
"mallobe01","27 years 5 mons 14 days","27 years 5 mons 23 days","9 days"
"martijo06","23 years 1 mon 9 days","23 years 1 mon 18 days","9 days"
"mcgiljo01","26 years 8 mons 14 days","26 years 8 mons 23 days","9 days"
"mcgowmi01","26 years 4 mons 26 days","26 years 5 mons 5 days","9 days"
"milleja03","24 years 10 mons 6 days","24 years 10 mons 15 days","9 days"
"minneda01","29 years 9 mons 22 days","29 years 10 mons 1 day","9 days"
"muzzisi01","23 years 3 mons 15 days","23 years 3 mons 24 days","9 days"
"newelto01","24 years 3 mons 23 days","24 years 4 mons 1 day","9 days"
"nichoov01","23 years 8 mons 18 days","23 years 8 mons 27 days","9 days"
"onajo01","23 years 8 mons 7 days","23 years 8 mons 16 days","9 days"
"pearste01","30 years 4 mons 24 days","30 years 5 mons 3 days","9 days"
"peaslma01","21 years 2 mons 11 days","21 years 2 mons 21 days","9 days"
"rachust01","23 years 9 mons 12 days","23 years 9 mons 21 days","9 days"
"ramosed01","22 years 2 mons 15 days","22 years 2 mons 24 days","9 days"
"rogaljo01","26 years 1 mon 30 days","26 years 2 mons 8 days","9 days"
"rogerbu01","22 years 10 mons 10 days","22 years 10 mons 19 days","9 days"
"romerse01","24 years 3 mons 24 days","24 years 4 mons 3 days","9 days"
"rosscl01","26 years 1 mon 8 days","26 years 1 mon 17 days","9 days"
"scottji02","26 years 7 mons 19 days","26 years 7 mons 28 days","9 days"
"shafff01","24 years 4 mons 18 days","24 years 4 mons 28 days","9 days"
"shanldo01","23 years 7 mons 16 days","23 years 7 mons 25 days","9 days"
"slattph01","22 years 6 mons 19 days","22 years 7 mons","9 days"
"sneltdj01","25 years 10 mons 30 days","25 years 11 mons 9 days","9 days"
"tartatr01","27 years 9 mons 6 days","27 years 9 mons 16 days","9 days"
"taylodw01","26 years 21 days","26 years 30 days","9 days"
"terry01","25 years 19 days","25 years 28 days","9 days"
"treadra01","22 years 10 mons 17 days","22 years 10 mons 26 days","9 days"
"trujijj01","26 years 8 mons 2 days","26 years 8 mons 11 days","9 days"
"valdera01","22 years 4 mons 1 day","22 years 4 mons 10 days","9 days"
"vaughgl01","19 years 7 mons 4 days","19 years 7 mons 13 days","9 days"
"wachtpa01","29 years 4 mons 18 days","29 years 4 mons 27 days","9 days"
"weberha01","22 years 5 mons 10 days","22 years 5 mons 19 days","9 days"
"westoal01","23 years 6 mons 18 days","23 years 6 mons 28 days","9 days"
"whiteed01","29 years 5 mons 10 days","29 years 5 mons 19 days","9 days"
"wiggisc01","26 years 5 mons 18 days","26 years 5 mons 27 days","9 days"
"wilesra01","25 years 10 mons 27 days","25 years 11 mons 6 days","9 days"
"wilsodu01","24 years 4 days","24 years 13 days","9 days"
"wilsone01","24 years 10 mons 3 days","24 years 10 mons 12 days","9 days"
"wrighdi01","26 years 1 mon 25 days","26 years 2 mons 4 days","9 days"
"barondi01","27 years 11 mons 9 days","27 years 11 mons 17 days","8 days"
"bartlbo01","23 years 3 mons 19 days","23 years 3 mons 25 days","8 days"
"batiske01","22 years 7 mons 23 days","22 years 8 mons","8 days"
"beattde01","21 years 5 mons 21 days","21 years 5 mons 29 days","8 days"
"beldeir01","23 years 5 mons 1 day","23 years 5 mons 9 days","8 days"
"belkti01","26 years 2 mons 19 days","26 years 2 mons 27 days","8 days"
"berkefr01","30 years 11 mons 8 days","30 years 11 mons 16 days","8 days"
"bermabo01","19 years 4 mons 11 days","19 years 4 mons 19 days","8 days"
"bignege01","26 years 2 mons 9 days","26 years 2 mons 18 days","8 days"
"bishomi01","24 years 5 mons 11 days","24 years 5 mons 19 days","8 days"
"bowieji01","29 years 5 mons 14 days","29 years 5 mons 22 days","8 days"
"bramhar01","26 years 1 mon 24 days","26 years 2 mons 4 days","8 days"
"brookik01","26 years 5 mons 14 days","26 years 5 mons 22 days","8 days"
"bullage01","25 years 10 mons 24 days","25 years 11 mons 1 day","8 days"
"carpele01","29 years 8 mons 16 days","29 years 8 mons 24 days","8 days"
"chattji01","19 years 7 mons 24 days","19 years 8 mons 1 day","8 days"
"cheveto01","23 years 11 mons 11 days","23 years 11 mons 18 days","8 days"
"churcle01","24 years 5 mons 6 days","24 years 5 mons 14 days","8 days"
"covenja01","23 years 3 mons 9 days","23 years 3 mons 17 days","8 days"
"daniech01","22 years 9 mons 17 days","22 years 9 mons 25 days","8 days"
"dearmch01","26 years 7 mons 6 days","26 years 7 mons 14 days","8 days"
"douglla01","25 years 12 days","25 years 20 days","8 days"
"emerysp01","27 years 7 mons 8 days","27 years 7 mons 16 days","8 days"
"ferrabi01","28 years 4 mons 18 days","28 years 4 mons 26 days","8 days"
"fiebecl01","18 years 8 mons 14 days","18 years 8 mons 22 days","8 days"
"flanira01","23 years 8 mons 12 days","23 years 8 mons 20 days","8 days"
"gingrjo01","22 years 5 mons 8 days","22 years 5 mons 16 days","8 days"
"glennbr01","27 years 2 mons 25 days","27 years 3 mons 3 days","8 days"
"golviwa01","28 years 2 mons 14 days","28 years 2 mons 22 days","8 days"
"gonzaal04","25 years 10 mons 13 days","25 years 10 mons 21 days","8 days"
